src_ip,dst_ip,duration,src_bytes,dst_bytes,missed_bytes,src_pkts,src_ip_bytes,dst_pkts,dst_ip_bytes,http_response_body_len
192.168.29.71,192.168.29.172,68.845909,814,0,0,11,440,0,0,0
192.168.29.172,224.0.0.22,77.325745,430,0,0,5,240,0,0,0
192.168.29.172,224.0.0.251,0.000000,493,0,0,1,459,0,0,0
192.168.29.172,255.255.255.255,5.020503,153,0,0,2,85,0,0,0
192.168.29.172,224.0.0.250,0.000000,93,0,0,1,59,0,0,0
