src_ip,dst_ip,duration,src_bytes,dst_bytes,missed_bytes,src_pkts,src_ip_bytes,dst_pkts,dst_ip_bytes,http_response_body_len
192.168.29.172,224.0.0.251,54.597993,7119,0,0,17,6541,0,0,0
192.168.29.172,224.0.0.22,35.234734,258,0,0,3,144,0,0,0
192.168.29.172,255.255.255.255,5.022148,153,0,0,2,85,0,0,0
192.168.29.172,224.0.0.250,0.000000,93,0,0,1,59,0,0,0
